Transaction_ID,Date,Product_Name,Category,Quantity_Sold,Unit_Price,Total_Amount,Day_of_Week,Month,Season,Year,Supplier,Supplier_Location
TXN-10341,02/01/2023,Brinjal,Vegetables,4,62.52,250.06,Monday,January,Winter,2023,Vrundavan Farms,Katraj / Katraj‑Kondhwa Rd
TXN-20653,24/06/2024,Cumin,Spices and Herbs,2,245.19,490.38,Monday,June,Monsoon,2024,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-10147,05/09/2023,Carrots,Vegetables,3,24.14,72.43,Tuesday,September,Monsoon,2023,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-30339,10/12/2025,Flax Seeds,Nuts and Seeds,2,682.88,1365.76,Wednesday,December,Winter,2025,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-30412,11/06/2025,Basil,Spices and Herbs,5,251.32,1256.6,Wednesday,June,Summer,2025,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-20107,03/01/2024,Oregano,Spices and Herbs,1,389.5,389.5,Wednesday,January,Winter,2024,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-10848,11/01/2023,Peas,Vegetables,3,77.28,231.85,Wednesday,January,Winter,2023,GreenHarvest,Katraj / Katraj‑Kondhwa Rd
TXN-10966,27/06/2023,Mustard Greens,Vegetables,4,63.75,255.01,Tuesday,June,Summer,2023,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20072,06/02/2024,Bitter Gourd,Vegetables,2,127.42,254.84,Tuesday,February,Winter,2024,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-30464,18/09/2025,Brinjal,Vegetables,2,64.01,128.02,Thursday,September,Monsoon,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-20905,17/04/2024,Yam,Vegetables,3,83.18,249.54,Wednesday,April,Summer,2024,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10155,28/09/2023,Grapes,Fruits,3,187.31,561.92,Thursday,September,Monsoon,2023,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-10665,26/10/2023,Apricots,Fruits,1,94.13,94.13,Thursday,October,Winter,2023,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-10661,26/10/2023,Ginger,Vegetables,1,43.83,43.83,Thursday,October,Winter,2023,Ecoville,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20002,21/07/2024,Sweet Potato,Vegetables,1,179.94,179.94,Sunday,July,Monsoon,2024,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30341,06/02/2025,Spinach,Vegetables,5,164.5,822.5,Thursday,February,Winter,2025,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-30516,05/01/2025,Cashews,Nuts and Seeds,1,995.4,995.4,Sunday,January,Winter,2025,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-10176,14/12/2023,Artichoke,Vegetables,2,70.13,140.27,Thursday,December,Winter,2023,Nature's Cart,"Baner Road (18.5665°N, 73.7850°E)"
TXN-30654,17/07/2025,Jackfruit,Fruits,4,110.0,440.0,Thursday,July,Monsoon,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-20879,21/05/2024,Oregano,Spices and Herbs,1,316.17,316.17,Tuesday,May,Summer,2024,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-20524,23/08/2024,Hazelnuts,Nuts and Seeds,2,252.69,505.38,Friday,August,Monsoon,2024,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-30817,02/12/2025,Pineapple,Fruits,1,224.21,224.21,Tuesday,December,Winter,2025,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-20203,20/11/2024,Cauliflower,Vegetables,1,113.06,113.06,Wednesday,November,Winter,2024,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-10024,15/02/2023,Coriander,Vegetables,4,16.7,66.81,Wednesday,February,Winter,2023,Vrundavan Farms,Katraj / Katraj‑Kondhwa Rd
TXN-30810,18/10/2025,Cabbage,Vegetables,2,170.25,340.5,Saturday,October,Monsoon,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-30809,16/02/2025,Brinjal,Vegetables,6,184.82,1108.92,Sunday,February,Winter,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-30077,16/12/2025,Flax Seeds,Nuts and Seeds,3,1042.91,3128.73,Tuesday,December,Winter,2025,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-30299,11/02/2025,Chives,Vegetables,1,191.73,191.73,Tuesday,February,Winter,2025,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10875,04/07/2023,Zucchini,Vegetables,4,54.49,217.94,Tuesday,July,Monsoon,2023,Nature's Cart,"Baner Road (18.5665°N, 73.7850°E)"
TXN-30899,28/04/2025,Bitter Gourd,Vegetables,7,162.7,1138.9,Monday,April,Summer,2025,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-10938,08/10/2023,Brazil Nuts,Nuts and Seeds,4,389.36,1557.44,Sunday,October,Winter,2023,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-30697,01/10/2025,Brinjal,Vegetables,6,270.36,1622.16,Wednesday,October,Monsoon,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-20552,03/05/2024,Poppy Seeds,Nuts and Seeds,1,631.5,631.5,Friday,May,Summer,2024,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-10346,13/04/2023,Drumsticks,Vegetables,4,33.08,132.31,Thursday,April,Summer,2023,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-30507,31/10/2025,Guava,Fruits,3,185.4,556.2,Friday,October,Monsoon,2025,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-30971,17/08/2025,Chickpeas,Grains and Pulses,3,470.25,1410.75,Sunday,August,Monsoon,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-30037,03/05/2025,Spinach,Vegetables,4,104.53,418.12,Saturday,May,Summer,2025,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-20926,21/10/2024,Cardamom,Spices and Herbs,1,779.41,779.41,Monday,October,Winter,2024,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-10385,14/06/2023,Coriander,Vegetables,4,66.48,265.9,Wednesday,June,Summer,2023,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20829,22/01/2024,Cinnamon,Spices and Herbs,2,210.77,421.54,Monday,January,Winter,2024,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-30161,07/05/2025,Spring Onion,Vegetables,1,120.02,120.02,Wednesday,May,Summer,2025,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-30508,18/02/2025,Chestnuts,Nuts and Seeds,3,544.39,1633.17,Tuesday,February,Winter,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30196,03/03/2025,Mustard Greens,Vegetables,4,41.93,167.72,Monday,March,Summer,2025,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10243,19/02/2023,Quinoa,Grains and Pulses,2,263.14,526.29,Sunday,February,Winter,2023,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-30086,19/02/2025,Chives,Vegetables,2,36.62,73.24,Wednesday,February,Winter,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-20826,16/05/2024,Broccoli,Vegetables,1,99.8,99.8,Thursday,May,Summer,2024,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-10936,19/07/2023,Radish,Vegetables,2,16.82,33.64,Wednesday,July,Monsoon,2023,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20689,06/07/2024,Pecans,Nuts and Seeds,1,863.1,863.1,Saturday,July,Monsoon,2024,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-30580,22/05/2025,Tomatoes,Vegetables,1,84.75,84.75,Thursday,May,Summer,2025,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-10312,15/06/2023,Leek,Vegetables,2,60.51,121.02,Thursday,June,Summer,2023,GreenHarvest,Katraj / Katraj‑Kondhwa Rd
TXN-20459,08/11/2024,Nutmeg,Spices and Herbs,2,125.58,251.16,Friday,November,Winter,2024,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-30925,09/11/2025,Peas,Vegetables,2,207.56,415.12,Sunday,November,Winter,2025,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-30107,17/02/2025,Turnip,Vegetables,3,166.06,498.18,Monday,February,Winter,2025,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20332,16/11/2024,Tomatoes,Vegetables,1,125.71,125.71,Saturday,November,Winter,2024,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-10968,28/08/2023,Radish,Vegetables,4,21.07,84.29,Monday,August,Monsoon,2023,Nature's Cart,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20454,15/07/2024,Pomegranate,Fruits,1,145.8,145.8,Monday,July,Monsoon,2024,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-10660,06/01/2023,Chia Seeds,Nuts and Seeds,2,58.52,117.04,Friday,January,Winter,2023,FreshLeaf Agro,"Shivapur (18.4497°N, 73.8503°E)"
TXN-20934,30/12/2024,Garlic,Vegetables,2,65.45,130.9,Monday,December,Winter,2024,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-10935,05/07/2023,Spinach,Vegetables,4,87.1,348.41,Wednesday,July,Monsoon,2023,Nature's Cart,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10370,09/05/2023,Black Beans,Grains and Pulses,1,31.5,31.5,Tuesday,May,Summer,2023,FreshLeaf Agro,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10566,15/06/2023,Cabbage,Vegetables,3,114.72,344.17,Thursday,June,Summer,2023,Vrundavan Farms,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20973,18/06/2024,Sage,Spices and Herbs,2,527.98,1055.96,Tuesday,June,Monsoon,2024,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-20854,24/01/2024,Cloves,Spices and Herbs,1,386.45,386.45,Wednesday,January,Winter,2024,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-20024,28/05/2024,Spring Onion,Vegetables,1,124.55,124.55,Tuesday,May,Summer,2024,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-10824,01/11/2023,Almonds,Nuts and Seeds,1,122.9,122.9,Wednesday,November,Winter,2023,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10982,30/08/2023,Onions,Vegetables,6,26.74,160.47,Wednesday,August,Monsoon,2023,GreenHarvest,Katraj / Katraj‑Kondhwa Rd
TXN-30672,28/04/2025,Asparagus,Vegetables,4,205.63,822.52,Monday,April,Summer,2025,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-30956,27/10/2025,Peanuts,Nuts and Seeds,3,612.11,1836.33,Monday,October,Monsoon,2025,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-20645,09/06/2024,Fenugreek,Spices and Herbs,1,396.6,396.6,Sunday,June,Monsoon,2024,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-30582,02/09/2025,Rosemary,Spices and Herbs,2,316.72,633.44,Tuesday,September,Monsoon,2025,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-30245,07/03/2025,Bitter Gourd,Vegetables,2,125.68,251.36,Friday,March,Summer,2025,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-30118,03/12/2025,Bitter Gourd,Vegetables,3,156.7,470.1,Wednesday,December,Winter,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10813,18/11/2023,Onions,Vegetables,5,35.3,176.52,Saturday,November,Winter,2023,GreenHarvest,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20792,02/10/2024,Chickpeas,Grains and Pulses,2,299.39,598.78,Wednesday,October,Winter,2024,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20430,22/07/2024,Pineapple,Fruits,2,298.65,597.3,Monday,July,Monsoon,2024,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-10778,05/02/2023,Chickpeas,Grains and Pulses,3,268.88,806.65,Sunday,February,Winter,2023,Urban Roots,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-20749,29/03/2024,Macadamia Nuts,Nuts and Seeds,5,509.25,2546.25,Friday,March,Summer,2024,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-20320,27/05/2024,Green Beans,Vegetables,1,170.04,170.04,Monday,May,Summer,2024,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-30399,05/06/2025,Tarragon,Spices and Herbs,3,154.11,462.33,Thursday,June,Summer,2025,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-30871,08/01/2025,Guava,Fruits,2,159.76,319.52,Wednesday,January,Winter,2025,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-20052,25/02/2024,Bananas,Fruits,4,256.66,1026.64,Sunday,February,Winter,2024,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30321,04/01/2025,Yam,Vegetables,7,94.77,663.39,Saturday,January,Winter,2025,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-20013,03/11/2024,Artichoke,Vegetables,4,54.97,219.88,Sunday,November,Winter,2024,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-20928,27/06/2024,Sunflower Seeds,Nuts and Seeds,1,797.18,797.18,Thursday,June,Monsoon,2024,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-20401,20/01/2024,Lettuce,Vegetables,3,153.79,461.37,Saturday,January,Winter,2024,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-20822,04/11/2024,Basil,Spices and Herbs,1,515.57,515.57,Monday,November,Winter,2024,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30247,06/05/2025,Poppy Seeds,Nuts and Seeds,5,797.51,3987.55,Tuesday,May,Summer,2025,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-30493,05/12/2025,Soybeans,Grains and Pulses,1,471.37,471.37,Friday,December,Winter,2025,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-30591,21/05/2025,Apricots,Fruits,1,276.28,276.28,Wednesday,May,Summer,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10126,21/04/2023,Celery,Vegetables,2,98.13,196.26,Friday,April,Summer,2023,Ecoville,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-30091,10/07/2025,Peas,Vegetables,3,223.13,669.39,Thursday,July,Monsoon,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30134,25/05/2025,Mint,Vegetables,2,168.84,337.68,Sunday,May,Summer,2025,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-10887,08/04/2023,Carrots,Vegetables,1,42.66,42.66,Saturday,April,Summer,2023,Ecoville,Katraj / Katraj‑Kondhwa Rd
TXN-30456,01/02/2025,Radish,Vegetables,1,51.54,51.54,Saturday,February,Winter,2025,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-20347,13/04/2024,Coriander,Vegetables,4,98.83,395.32,Saturday,April,Summer,2024,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20007,12/06/2024,Black Beans,Grains and Pulses,1,128.31,128.31,Wednesday,June,Monsoon,2024,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-10355,17/08/2023,Kale,Vegetables,2,57.32,114.64,Thursday,August,Monsoon,2023,Nature's Cart,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20003,09/04/2024,Pecans,Nuts and Seeds,4,745.17,2980.68,Tuesday,April,Summer,2024,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-20483,28/07/2024,Peas,Vegetables,1,173.96,173.96,Sunday,July,Monsoon,2024,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-10682,08/11/2023,Peas,Vegetables,4,13.19,52.75,Wednesday,November,Winter,2023,Vrundavan Farms,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10827,01/12/2023,Drumsticks,Vegetables,1,78.18,78.18,Friday,December,Winter,2023,Vrundavan Farms,Katraj / Katraj‑Kondhwa Rd
TXN-30850,27/01/2025,Cucumber,Vegetables,2,67.79,135.58,Monday,January,Winter,2025,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-30204,29/06/2025,Peas,Vegetables,1,94.78,94.78,Sunday,June,Summer,2025,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-30691,19/03/2025,Cucumber,Vegetables,6,69.93,419.58,Wednesday,March,Summer,2025,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-10984,07/01/2023,Kale,Vegetables,3,75.0,225.01,Saturday,January,Winter,2023,Ecoville,Katraj / Katraj‑Kondhwa Rd
TXN-20233,08/05/2024,Mint,Vegetables,2,194.67,389.34,Wednesday,May,Summer,2024,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-30553,30/06/2025,Tarragon,Spices and Herbs,1,141.13,141.13,Monday,June,Summer,2025,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-20639,01/11/2024,Lettuce,Vegetables,2,136.27,272.54,Friday,November,Winter,2024,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10140,02/02/2023,Green Beans,Vegetables,2,10.32,20.63,Thursday,February,Winter,2023,GreenHarvest,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-10217,22/04/2023,Pumpkin,Vegetables,4,82.55,330.19,Saturday,April,Summer,2023,Ecoville,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-30465,06/12/2025,Yam,Vegetables,2,128.68,257.36,Saturday,December,Winter,2025,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-10362,24/01/2023,Okra,Vegetables,1,28.72,28.72,Tuesday,January,Winter,2023,Nature's Cart,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30664,24/05/2025,Bay Leaves,Spices and Herbs,6,454.97,2729.82,Saturday,May,Summer,2025,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-10345,03/02/2023,Asparagus,Vegetables,4,17.55,70.21,Friday,February,Winter,2023,GreenHarvest,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30058,17/03/2025,Mint,Vegetables,1,193.97,193.97,Monday,March,Summer,2025,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10022,08/10/2023,Lettuce,Vegetables,2,57.66,115.32,Sunday,October,Winter,2023,GreenHarvest,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-10711,23/11/2023,Spinach,Vegetables,4,36.19,144.77,Thursday,November,Winter,2023,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30949,12/06/2025,Rosemary,Spices and Herbs,1,307.21,307.21,Thursday,June,Summer,2025,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-10010,14/03/2023,Lettuce,Vegetables,1,32.11,32.11,Tuesday,March,Summer,2023,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-30416,10/02/2025,Kale,Vegetables,1,33.22,33.22,Monday,February,Winter,2025,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20834,14/03/2024,Lentils,Grains and Pulses,2,168.77,337.54,Thursday,March,Summer,2024,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10793,10/08/2023,Poppy Seeds,Nuts and Seeds,1,57.6,57.6,Thursday,August,Monsoon,2023,Shivneri Naturals,"Pimpri (18.6167°N, 73.8000°E)"
TXN-30765,04/04/2025,Cabbage,Vegetables,7,138.03,966.21,Friday,April,Summer,2025,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-10094,10/07/2023,Turnip,Vegetables,2,51.38,102.76,Monday,July,Monsoon,2023,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10129,18/06/2023,Poppy Seeds,Nuts and Seeds,3,72.35,217.05,Sunday,June,Summer,2023,Shivneri Naturals,"Shivapur (18.4497°N, 73.8503°E)"
TXN-20900,15/09/2024,Chives,Vegetables,4,186.27,745.08,Sunday,September,Monsoon,2024,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-30409,01/03/2025,Cashews,Nuts and Seeds,1,793.94,793.94,Saturday,March,Summer,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-20932,15/04/2024,Radish,Vegetables,4,51.0,204.0,Monday,April,Summer,2024,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-30669,08/01/2025,Green Beans,Vegetables,1,104.54,104.54,Wednesday,January,Winter,2025,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-20865,24/01/2024,Tarragon,Spices and Herbs,3,434.78,1304.34,Wednesday,January,Winter,2024,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-20658,27/01/2024,Cardamom,Spices and Herbs,4,511.22,2044.88,Saturday,January,Winter,2024,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-10516,25/03/2023,Coconut,Fruits,1,186.74,186.74,Saturday,March,Summer,2023,Krishi Organic,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-20857,17/02/2024,Blueberries,Fruits,1,128.87,128.87,Saturday,February,Winter,2024,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-20277,22/01/2024,Pistachios,Nuts and Seeds,3,784.72,2354.16,Monday,January,Winter,2024,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-10950,13/03/2023,Sweet Potato,Vegetables,1,57.76,57.76,Monday,March,Summer,2023,Nature's Cart,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20120,21/04/2024,Cumin,Spices and Herbs,1,263.95,263.95,Sunday,April,Summer,2024,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10419,14/03/2023,Guava,Fruits,2,46.09,92.18,Tuesday,March,Summer,2023,ANNAPURNA,"Baner (18.5615°N, 73.7810°E)"
TXN-10922,24/01/2023,Yam,Vegetables,2,21.3,42.6,Tuesday,January,Winter,2023,GreenHarvest,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-30728,06/10/2025,Hazelnuts,Nuts and Seeds,3,514.92,1544.76,Monday,October,Monsoon,2025,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-10477,23/11/2023,Cabbage,Vegetables,4,64.73,258.92,Thursday,November,Winter,2023,GreenHarvest,Katraj / Katraj‑Kondhwa Rd
TXN-30035,06/09/2025,Brinjal,Vegetables,1,229.15,229.15,Saturday,September,Monsoon,2025,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-30177,07/03/2025,Guava,Fruits,1,87.34,87.34,Friday,March,Summer,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-20692,04/03/2024,Cumin,Spices and Herbs,1,434.65,434.65,Monday,March,Summer,2024,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-30212,29/08/2025,Kiwi,Fruits,2,83.9,167.8,Friday,August,Monsoon,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-20471,17/07/2024,Nutmeg,Spices and Herbs,3,495.28,1485.84,Wednesday,July,Monsoon,2024,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-20202,21/11/2024,Chia Seeds,Nuts and Seeds,1,380.94,380.94,Thursday,November,Winter,2024,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-20669,01/12/2024,Coriander Seeds,Spices and Herbs,1,494.99,494.99,Sunday,December,Winter,2024,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-30774,22/10/2025,Apples,Fruits,3,260.05,780.15,Wednesday,October,Monsoon,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-20970,21/03/2024,Nutmeg,Spices and Herbs,1,277.18,277.18,Thursday,March,Summer,2024,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10820,19/09/2023,Ginger,Vegetables,3,36.2,108.6,Tuesday,September,Monsoon,2023,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20997,28/10/2024,Mustard Seeds,Spices and Herbs,2,262.33,524.66,Monday,October,Winter,2024,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-30868,31/03/2025,Cucumber,Vegetables,1,96.92,96.92,Monday,March,Summer,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-20248,07/07/2024,Sage,Spices and Herbs,3,363.47,1090.41,Sunday,July,Monsoon,2024,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-30872,04/08/2025,Tarragon,Spices and Herbs,7,326.44,2285.08,Monday,August,Monsoon,2025,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-30649,18/05/2025,Brinjal,Vegetables,2,200.47,400.94,Sunday,May,Summer,2025,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-20046,04/04/2024,Sage,Spices and Herbs,2,422.38,844.76,Thursday,April,Summer,2024,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-20888,09/10/2024,Broccoli,Vegetables,2,147.14,294.28,Wednesday,October,Winter,2024,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-10615,03/07/2023,Cabbage,Vegetables,3,51.49,154.47,Monday,July,Monsoon,2023,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-20318,25/12/2024,Mint,Vegetables,1,203.39,203.39,Wednesday,December,Winter,2024,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-30884,25/11/2025,Flax Seeds,Nuts and Seeds,1,679.05,679.05,Tuesday,November,Winter,2025,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
